lon
-124.907264
-124.9071514
-124.9070387
-124.906926
-124.9068134
-124.9067007
-124.9065881
-124.9064754
-124.9063628
-124.9062501
-124.9061375
-124.9060248
-124.9059122
-124.9057995
-124.9056869
-124.9055742
-124.9054616
-124.9053489
-124.9052363
-124.9051236
-124.905011
-124.9048983
-124.9047857
-124.904673
-124.9045604
-124.9044477
-124.9043351
-124.9042224
-124.9041098
-124.9039971
-124.9038845
-124.9037718
-124.9036592
-124.9035465
-124.9034338
-124.9033212
-124.9032085
-124.9030959
-124.9029832
-124.9028706
-124.9027579
-124.9026453
-124.9025326
-124.90242
-124.9023073
-124.9021947
-124.902082
-124.9019694
-124.9018567
-124.9017441
-124.9016314
-124.9015188
-124.9014061
-124.9012935
-124.9011808
-124.9010682
-124.9009555
-124.9008429
-124.9007302
-124.9006175
-124.9005049
-124.9003922
-124.9002796
-124.9001669
-124.9000543
-124.8999416
-124.899829
-124.8997163
-124.8996037
-124.899491
-124.8993784
-124.8992657
-124.8991531
-124.8990404
-124.8989278
-124.8988151
-124.8987025
-124.8985898
-124.8984772
-124.8983645
-124.8982519
-124.8981392
-124.8980266
-124.8979139
-124.8978013
-124.8976886
-124.897576
-124.8974633
-124.8973506
-124.897238
-124.8971253
-124.8970127
-124.8969
-124.8967874
-124.8966747
-124.8965621
-124.8964494
-124.8963368
-124.8962241
-124.8961115
-124.8959988
-124.8958862
-124.8957735
-124.8956609
-124.8955482
-124.8954356
-124.8953229
-124.8952103
-124.8950976
-124.894985
-124.8948723
-124.8947597
-124.894647
-124.8945344
-124.8944217
-124.8943091
-124.8941964
-124.8940838
-124.8939711
-124.8938584
-124.8937458
-124.8936331
-124.8935205
-124.8934078
-124.8932952
-124.8931825
-124.8930699
-124.8929572
-124.8928446
-124.8927319
-124.8926193
-124.8925066
-124.892394
-124.8922813
-124.8921687
-124.892056
-124.8919434
-124.8918307
-124.8917181
-124.8916054
-124.8914928
-124.8913801
-124.8912675
-124.8911548
-124.8910422
-124.8909295
-124.8908168
-124.8907042
-124.8905915
-124.8904789
-124.8903662
-124.8902536
-124.8901409
-124.8900283
-124.8899156
-124.889803
-124.8896903
-124.8895777
-124.889465
-124.8893524
-124.8892397
-124.8891271
-124.8890144
-124.8889018
-124.8887891
-124.8886765
-124.8885638
-124.8884512
-124.8883385
-124.8882259
-124.8881132
-124.8880006
-124.8878879
-124.8877752
-124.8876626
-124.8875499
-124.8874373
-124.8873246
-124.887212
-124.8870993
-124.8869867
-124.886874
-124.8867614
-124.8866487
-124.8865361
-124.8864234
-124.8863108
-124.8861981
-124.8860855
-124.8859728
-124.8858602
-124.8857475
-124.8856349
-124.8855222
-124.8854096
-124.8852969
-124.8851843
-124.8850716
-124.884959
-124.8848463
-124.8847337
-124.884621
-124.8845084
-124.8843957
-124.884283
-124.8841704
-124.8840577
-124.8839451
-124.8838324
-124.8837198
-124.8836071
-124.8834945
-124.8833818
-124.8832692
-124.8831565
-124.8830439
-124.8829312
-124.8828186
-124.8827059
-124.8825933
-124.8824806
-124.882368
-124.8822553
-124.8821427
-124.88203
-124.8819174
-124.8818047
-124.8816921
-124.8815794
-124.8814668
-124.8813541
-124.8812415
-124.8811288
-124.8810161
-124.8809035
-124.8807908
-124.8806782
-124.8805655
-124.8804529
-124.8803402
-124.8802276
-124.8801149
-124.8800023
-124.8798896
-124.879777
-124.8796643
-124.8795517
-124.879439
-124.8793264
-124.8792137
-124.8791011
-124.8789884
-124.8788758
-124.8787631
-124.8786505
-124.8785378
-124.8784252
-124.8783125
-124.8781998
-124.8780872
-124.8779745
-124.8778619
-124.8777492
-124.8776366
-124.8775239
-124.8774113
-124.8772986
-124.877186
-124.8770733
-124.8769607
-124.876848
-124.8767354
-124.8766227
-124.8765101
-124.8763974
-124.8762848
-124.8761721
-124.8760595
-124.8759468
-124.8758342
-124.8757215
-124.8756089
-124.8754962
-124.8753836
-124.8752709
-124.8751583
-124.8750456
-124.874933
-124.8748203
-124.8747076
-124.874595
-124.8744823
-124.8743697
-124.874257
-124.8741444
-124.8740317
-124.8739191
-124.8738064
-124.8736938
-124.8735811
-124.8734685
-124.8733558
-124.8732432
-124.8731305
-124.8730179
-124.8729052
-124.8727926
-124.8726799
-124.8725673
-124.8724546
-124.872342
-124.8722293
-124.8721167
-124.872004
-124.8718914
-124.8717787
-124.8716661
-124.8715534
-124.8714407
-124.8713281
-124.8712154
-124.8711028
-124.8709901
-124.8708775
-124.8707648
-124.8706522
-124.8705395
-124.8704269
-124.8703142
-124.8702016
-124.8700889
-124.8699763
-124.8698636
-124.869751
-124.8696383
-124.8695257
-124.869413
-124.8693004
-124.8691877
-124.8690751
-124.8689624
-124.8688498
-124.8687371
-124.8686245
-124.8685118
-124.8683991
-124.8682865
-124.8681738
-124.8680612
-124.8679485
-124.8678359
-124.8677232
-124.8676106
-124.8674979
-124.8673853
-124.8672726
-124.86716
-124.8670473
-124.8669347
-124.866822
-124.8667094
-124.8665967
-124.8664841
-124.8663714
-124.8662588
-124.8661461
-124.8660335
-124.8659208
-124.8658082
-124.8656955
-124.8655829
-124.8654702
-124.8653576
-124.8652449
-124.8651322
-124.8650196
-124.8649069
-124.8647943
-124.8646816
-124.864569
-124.8644563
-124.8643437
-124.864231
-124.8641184
-124.8640057
-124.8638931
-124.8637804
-124.8636678
-124.8635551
-124.8634425
-124.8633298
-124.8632172
-124.8631045
-124.8629919
-124.8628792
-124.8627666
-124.8626539
-124.8625413
-124.8624286
-124.862316
-124.8622033
-124.8620907
-124.861978
-124.8618653
-124.8617527
-124.86164
-124.8615274
-124.8614147
-124.8613021
-124.8611894
-124.8610768
-124.8609641
-124.8608515
-124.8607388
-124.8606262
-124.8605135
-124.8604009
-124.8602882
-124.8601756
-124.8600629
-124.8599503
-124.8598376
-124.859725
-124.8596123
-124.8594997
-124.859387
-124.8592744
-124.8591617
-124.8590491
-124.8589364
-124.8588238
-124.8587111
-124.8585985
-124.8584858
-124.8583731
-124.8582605
-124.8581478
-124.8580352
-124.8579225
-124.8578099
-124.8576972
-124.8575846
-124.8574719
-124.8573593
-124.8572466
-124.857134
-124.8570213
-124.8569087
-124.856796
-124.8566834
-124.8565707
-124.8564581
-124.8563454
-124.8562328
-124.8561201
-124.8560075
-124.8558948
-124.8557822
-124.8556695
-124.8555568
-124.8554442
-124.8553315
-124.8552189
-124.8551062
-124.8549936
-124.8548809
-124.8547683
-124.8546556
-124.854543
-124.8544303
-124.8543177
-124.854205
-124.8540924
-124.8539797
-124.8538671
-124.8537544
-124.8536418
-124.8535291
-124.8534165
-124.8533038
-124.8531912
-124.8530785
-124.8529659
-124.8528532
-124.8527406
-124.8526279
-124.8525153
-124.8524026
-124.8522899
-124.8521773
-124.8520646
-124.851952
-124.8518393
-124.8517267
-124.851614
-124.8515014
-124.8513887
-124.8512761
-124.8511634
-124.8510508
-124.8509381
-124.8508255
-124.8507128
-124.8506002
-124.8504875
-124.8503749
-124.8502622
-124.8501496
-124.8500369
-124.8499243
-124.8498116
-124.849699
-124.8495863
-124.8494737
-124.849361
-124.8492484
-124.8491357
-124.8490231
-124.8489104
-124.8487977
-124.8486851
-124.8485724
-124.8484598
-124.8483471
-124.8482345
-124.8481218
-124.8480092
-124.8478965
-124.8477839
-124.8476712
-124.8475586
-124.8474459
-124.8473333
-124.8472206
-124.847108
-124.8469953
-124.8468827
-124.84677
-124.8466574
-124.8465447
-124.8464321
-124.8463194
-124.8462068
-124.8460941
-124.8459815
-124.8458688
-124.8457561
-124.8456435
-124.8455308
-124.8454182
-124.8453055
-124.8451929
-124.8450802
